case_id,split,liver_volume_ml,left_ratio,lesion_index,mode,nominal_diameter_mm,effective_diameter_mm,actual_to_nominal_ratio,surface_margin_mm,tnr_from_saved_activity,overlap_previous_vox
case_0115,train,1238.444435696,0.34953284060800444,0,ellipsoid,27.49195725100423,37.19411760282141,1.3529090440246039,0.0,19.510040188849533,0
case_0115,train,1238.444435696,0.34953284060800444,1,ellipsoid,28.479781031923867,46.40665547492005,1.6294597006522415,0.0,19.147272016808646,4
case_0115,train,1238.444435696,0.34953284060800444,2,ellipsoid,10.568974235322965,27.8513655721599,2.6352004415978993,0.0,7.149619395659095,0
case_0116,train,1296.213179768,0.2902538138698288,0,ellipsoid,17.991523536021933,33.10525637570664,1.8400474150743584,0.0,10.006241487724154,0
case_0116,train,1296.213179768,0.2902538138698288,1,ellipsoid,17.019167710832686,25.196872593506285,1.480499694322214,6.25082394568908,19.006773385350577,0
case_0116,train,1296.213179768,0.2902538138698288,2,ellipsoid,12.605338685698236,15.818300047653,1.2548889357173818,0.0,23.803057757260294,0
case_0116,train,1296.213179768,0.2902538138698288,3,ellipsoid,54.965264562404286,68.06419167315266,1.2383128183778072,0.0,8.096976885370683,48
case_0117,val,1324.881674584,0.34999674118490515,0,ellipsoid,50.55854306800204,46.83660538224782,0.9263836048291947,0.0,2.5255509436421995,0
case_0117,val,1324.881674584,0.34999674118490515,1,spiculated,50.68936806832308,40.80579097496052,0.8050167624887196,0.0,5.054532681116015,0
case_0117,val,1324.881674584,0.34999674118490515,2,ellipsoid,12.826759448905669,28.407149835670907,2.2146786137861576,4.42,7.177005738221456,0
case_0118,val,1391.8036127839998,0.30605534185382804,0,ellipsoid,17.67791422542331,31.020509038945004,1.754760694241472,4.42,3.273817967537772,0
case_0119,train,1538.513771496,0.3507324465398215,0,ellipsoid,10.682736975514624,25.196872593506285,2.3586532787673042,0.0,19.67186969692609,0
case_0120,train,1220.397100104,0.2964692563503856,0,spiculated,26.559348657686566,23.92115211219397,0.9006678748227105,0.0,7.306930261429705,0
case_0120,train,1220.397100104,0.2964692563503856,1,ellipsoid,30.812500478215675,37.62618929065272,1.2211339134016175,4.42,18.892459200715994,0
case_0120,train,1220.397100104,0.2964692563503856,2,ellipsoid,37.63734957426574,35.17958437263193,0.9346987705182542,0.0,9.581056828573981,0
case_0120,train,1220.397100104,0.2964692563503856,3,spiculated,23.94030894587908,23.62940163867253,0.9870132291145696,0.0,14.55266711753445,0
case_0120,train,1220.397100104,0.2964692563503856,4,spiculated,11.250541218918569,10.490320136880253,0.932428043482926,0.0,17.71810999682721,0
case_0121,train,1202.8678698400001,0.31349605168700645,0,ellipsoid,23.40380760089775,23.530532693046013,1.0054147211560311,0.0,10.169571748087808,0
case_0121,train,1202.8678698400001,0.31349605168700645,1,ellipsoid,21.7458756165786,34.775185506310926,1.5991623478154657,4.42,4.42964734351565,0
case_0122,train,1260.7229648,0.34904109589041094,0,spiculated,17.562051476201944,16.451695018652085,0.9367752418301196,0.0,6.093150894139769,0
case_0122,train,1260.7229648,0.34904109589041094,1,ellipsoid,18.040366275897895,26.973567048071573,1.4951784589932922,0.0,10.574681724249091,0
case_0122,train,1260.7229648,0.34904109589041094,2,ellipsoid,44.60727953510314,35.090521752681624,0.7866546025311313,0.0,15.591742275125641,0
case_0122,train,1260.7229648,0.34904109589041094,3,spiculated,28.39275871484142,26.744966504620407,0.9419643498974377,0.0,8.193856818260844,0
case_0122,train,1260.7229648,0.34904109589041094,4,ellipsoid,11.875629836576259,18.43673135095511,1.552484508583371,0.0,7.922729593928605,0
case_0123,val,1377.469365376,0.24586258776328987,0,ellipsoid,10.558453445150668,17.03974717999831,1.6138487770502412,0.0,27.905900861479086,0
case_0123,val,1377.469365376,0.24586258776328987,1,ellipsoid,19.78201738779186,35.919049457776445,1.815742487414013,9.88342046054907,14.930023655886774,0
case_0123,val,1377.469365376,0.24586258776328987,2,ellipsoid,11.20074753476173,28.407149835670907,2.536183388430887,0.0,26.139598482435186,2
case_0124,train,1246.388717392,0.28107246778439793,0,ellipsoid,46.5962423613724,47.84230422438794,1.0267416813002181,0.0,8.268849795618666,0
case_0125,train,1337.747956896,0.2849212496772528,0,ellipsoid,28.027623912744318,46.432167660089156,1.6566572965529265,0.0,5.809851375299504,0
case_0125,train,1337.747956896,0.2849212496772528,1,ellipsoid,17.345641515205195,29.583935438527345,1.7055544133432055,4.42,4.721601314665696,0
case_0125,train,1337.747956896,0.2849212496772528,2,ellipsoid,45.25142990352681,49.082775596962755,1.0846679475456162,0.0,8.057306852376627,0
case_0126,val,1263.140789664,0.22648345638501505,0,ellipsoid,35.46864167066621,43.08604606637303,1.2147644803101292,0.0,30.540833279472203,0
case_0126,val,1263.140789664,0.22648345638501505,1,ellipsoid,38.926910914856165,39.22681889485005,1.007704386835366,0.0,21.837656638186246,0
case_0126,val,1263.140789664,0.22648345638501505,2,ellipsoid,38.51939292277133,43.26299279956452,1.123148355071529,0.0,24.64238732930679,0
case_0126,val,1263.140789664,0.22648345638501505,3,ellipsoid,58.69674247924884,45.54851991087346,0.7759974061077802,0.0,15.14763444011585,8
case_0126,val,1263.140789664,0.22648345638501505,4,ellipsoid,13.544269307699784,15.818300047653,1.1678961550668852,0.0,10.180606781997568,0
case_0127,train,1318.664410648,0.320280269792417,0,spiculated,11.46529045229494,10.490320136880253,0.9149633130123159,6.25082394568908,8.717835769606404,0
case_0128,train,1200.190992312,0.2576444348514282,0,ellipsoid,12.673769689261865,19.50564128645204,1.5390560002821125,0.0,7.09068171414934,0
case_0128,train,1200.190992312,0.2576444348514282,1,spiculated,32.73554496363568,32.22958706336826,0.9845440819503855,0.0,6.09326900051665,0
case_0128,train,1200.190992312,0.2576444348514282,2,ellipsoid,23.748705180975453,35.919049457776445,1.5124634873378435,6.25082394568908,3.3258582780353407,0
case_0128,train,1200.190992312,0.2576444348514282,3,ellipsoid,23.573563781472053,29.202164585118968,1.2387674963286963,0.0,8.035812481553606,0
case_0129,train,1354.327327392,0.3513134404488651,0,spiculated,15.35808276649468,16.035016019402317,1.0440766769654635,4.42,2.553636865367649,0
case_0129,train,1354.327327392,0.3513134404488651,1,ellipsoid,26.261997167063562,32.85253463934569,1.2509533997112618,4.42,4.543222899719744,0
case_0130,val,1212.539169296,0.3349950149551346,0,ellipsoid,10.458825027452328,28.407149835670907,2.7160938022299645,14.659481573370867,7.450654795086019,0
case_0130,val,1212.539169296,0.3349950149551346,1,ellipsoid,55.67305885276605,56.98409834880766,1.0235489036000125,0.0,6.203217425822471,0
case_0130,val,1212.539169296,0.3349950149551346,2,ellipsoid,10.031883810078824,22.383381636023167,2.2312241708317084,0.0,3.9061520038016453,0
case_0130,val,1212.539169296,0.3349950149551346,3,ellipsoid,21.25117015691576,28.542746877714652,1.3431141281613614,6.25082394568908,10.587008481176944,0
case_0131,train,1177.6534105439998,0.3496847045021264,0,ellipsoid,28.317724950611158,34.54639476741732,1.21995657587852,0.0,9.17630492141857,0
case_0131,train,1177.6534105439998,0.3496847045021264,1,ellipsoid,10.621799102198574,28.407149835670907,2.6744198004828577,4.42,5.207330517376172,0
case_0131,train,1177.6534105439998,0.3496847045021264,2,ellipsoid,37.64813011699357,44.26746405318853,1.1758210544753491,0.0,6.364410549238897,5
case_0132,train,1473.57790372,0.2771169059478465,0,ellipsoid,33.87127543731178,39.68586023595284,1.1716671345725544,0.0,4.80252956981909,0
case_0132,train,1473.57790372,0.2771169059478465,1,spiculated,10.226869014810156,9.964904601795546,0.9743846906970997,0.0,7.569996041758473,0
case_0132,train,1473.57790372,0.2771169059478465,2,spiculated,22.950495651756874,21.587350366059997,0.940604974010985,0.0,5.253648211771771,0
case_0132,train,1473.57790372,0.2771169059478465,3,ellipsoid,23.41429050577275,32.33508564572245,1.380997884080677,0.0,9.004128855385744,0
case_0133,train,1400.352350696,0.3500030831843128,0,ellipsoid,38.01222751066113,40.73965505519927,1.0717513211708836,0.0,7.20060446857743,0
case_0133,train,1400.352350696,0.3500030831843128,1,spiculated,34.478942355787154,32.64752128385097,0.9468829103561877,0.0,7.18460336614024,0
case_0133,train,1400.352350696,0.3500030831843128,2,spiculated,39.0915830962583,35.356369172334716,0.9044496633782759,0.0,3.227281675226708,0
case_0134,train,1220.9152054319998,0.2310630171865054,0,spiculated,30.457556924890817,29.894713805386637,0.98152041147318,0.0,6.911591775317963,0
case_0134,train,1220.9152054319998,0.2310630171865054,1,spiculated,36.562440220020974,29.95609942705346,0.8193134606658449,0.0,5.119721161864814,0
case_0134,train,1220.9152054319998,0.2310630171865054,2,ellipsoid,19.85452318274545,36.50592864380566,1.838670629750056,0.0,7.341506484593125,0
case_0135,train,1550.689246704,0.3300478895199911,0,ellipsoid,13.535483089430226,24.299414695075775,1.795238081605749,0.0,13.603466384361907,0
case_0135,train,1550.689246704,0.3300478895199911,1,ellipsoid,24.3554433045283,31.470960410640753,1.2921530524878393,4.42,12.19941014209671,0
case_0135,train,1550.689246704,0.3300478895199911,2,spiculated,22.637446023274496,23.530532693046013,1.0394517415459896,0.0,5.834302414003907,0
case_0135,train,1550.689246704,0.3300478895199911,3,spiculated,35.05480977000267,31.80052322934447,0.9071657623587226,0.0,7.4708187335053005,0
case_0135,train,1550.689246704,0.3300478895199911,4,ellipsoid,25.37679675469235,29.709027562496736,1.1707162196112606,0.0,15.017172678068201,2
case_0136,train,1422.6308798,0.3491350531107739,0,ellipsoid,31.841991391201137,41.867407123114255,1.3148488927323632,4.42,11.46669473068462,0
case_0137,test,1428.1573366320001,0.30805973758993893,0,spiculated,37.10434775622518,33.004631875442634,0.8895084773429357,0.0,5.404466593224033,0
case_0137,test,1428.1573366320001,0.30805973758993893,1,spiculated,20.02763429143113,17.589792186315965,0.8782760824548208,0.0,9.398472447188519,0
case_0137,test,1428.1573366320001,0.30805973758993893,2,ellipsoid,17.932975623496034,20.468711735224552,1.1414007449163184,0.0,2.8254631050895065,0
case_0138,test,1139.313616272,0.35250871608306805,0,ellipsoid,18.19530810807656,23.33026312812006,1.2822131392083538,0.0,7.0918052026831,0
case_0138,test,1139.313616272,0.35250871608306805,1,ellipsoid,24.005592125988684,39.68586023595284,1.6531923073452766,4.42,2.145381131555735,0
case_0138,test,1139.313616272,0.35250871608306805,2,spiculated,13.040532245713447,14.371879380093942,1.1020930058140934,0.0,2.100373593027924,0
case_0138,test,1139.313616272,0.35250871608306805,3,spiculated,54.8295234169799,45.22830883217831,0.824889694703634,0.0,3.2226561698710903,0
case_0139,train,1701.803300704,0.3182463974020702,0,ellipsoid,34.36706236808722,39.650925481774486,1.153747883863178,0.0,5.5779245920970215,0
case_0140,test,1314.26051536,0.3495400788436268,0,ellipsoid,16.626620319370637,24.016837739261685,1.4444810357088125,0.0,4.233431361568137,0
case_0141,train,1544.731035432,0.34238917770697075,0,ellipsoid,30.805700773611434,36.25673365027918,1.1769488354355884,0.0,18.440595315817866,0
case_0142,test,986.99064984,0.24698162729658793,0,ellipsoid,38.32167478126953,46.886671273259836,1.2235026663337953,0.0,23.051882799890517,0
case_0142,test,986.99064984,0.24698162729658793,1,spiculated,19.53276839136887,17.589792186315965,0.900527351467933,0.0,35.834438949190975,0
case_0142,test,986.99064984,0.24698162729658793,2,ellipsoid,43.066452808621996,42.87775391654219,0.9956184250205526,0.0,26.84966770531786,0
case_0142,test,986.99064984,0.24698162729658793,3,ellipsoid,27.568066384143656,39.7902971917914,1.4433474091849117,0.0,33.86352047098397,7
case_0142,test,986.99064984,0.24698162729658793,4,spiculated,10.266364389180277,9.964904601795546,0.9706361691484047,0.0,21.380400827363058,0
case_0143,train,1410.8008081439998,0.3493695678785653,0,spiculated,18.58140813837276,17.589792186315965,0.9466339717274176,6.25082394568908,6.754006986255309,0
case_0143,train,1410.8008081439998,0.3493695678785653,1,ellipsoid,17.328325457874776,22.383381636023167,1.2917221395937681,0.0,5.501358039431801,0
case_0143,train,1410.8008081439998,0.3493695678785653,2,ellipsoid,38.9878540219932,45.81196428790393,1.1750316973604453,0.0,6.274873460178577,0
case_0143,train,1410.8008081439998,0.3493695678785653,3,ellipsoid,38.62601837650753,44.18314486989812,1.1438700318324928,0.0,5.6082089663927395,0
case_0144,train,1669.7671212559999,0.2832393856337591,0,ellipsoid,56.04596432864666,53.31645092691476,0.9512986629023569,0.0,5.568517002040757,0
case_0145,train,1655.5192247359998,0.34618193198414354,0,ellipsoid,30.89916204483602,43.32165455656964,1.4020333138389982,0.0,9.133654771862231,0
case_0145,train,1655.5192247359998,0.34618193198414354,1,spiculated,11.727421587672595,10.490320136880253,0.8945120680156383,0.0,5.910754522095839,0
case_0145,train,1655.5192247359998,0.34618193198414354,2,ellipsoid,19.451480700939143,35.919049457776445,1.8465971824984113,0.0,4.407410637410353,0
case_0145,train,1655.5192247359998,0.34618193198414354,3,spiculated,28.054757992612245,28.27024578383238,1.0076809713089265,4.42,4.705693835126179,0
case_0145,train,1655.5192247359998,0.34618193198414354,4,ellipsoid,11.061556460480253,20.855004684959624,1.8853589690988366,4.42,6.603490622533252,0
case_0146,train,1434.547302344,0.27719256004333953,0,spiculated,56.97045769524111,53.04432431026302,0.9310847491171543,0.0,17.698065069993472,0
case_0146,train,1434.547302344,0.27719256004333953,1,ellipsoid,33.10589535143974,28.743758760187884,0.8682368640103204,0.0,8.885730235507655,0
case_0146,train,1434.547302344,0.27719256004333953,2,spiculated,26.64881040250162,25.36887022251081,0.9519700819414192,0.0,22.540635997921576,0
case_0146,train,1434.547302344,0.27719256004333953,3,ellipsoid,19.45289460035478,37.78087217804887,1.9421722552981817,0.0,21.880550006848726,0
case_0147,train,1342.8426592879998,0.3245450453347052,0,ellipsoid,29.02388345411981,40.90459472864615,1.4093425779257642,0.0,6.020097234102443,0
case_0148,train,1322.5502006079998,0.2624053277618177,0,ellipsoid,35.95042805051517,52.57121706372789,1.4623252048587094,0.0,2.404505909046467,0
case_0148,train,1322.5502006079998,0.2624053277618177,1,ellipsoid,33.96381141272431,39.7902971917914,1.1715498213161153,0.0,5.325922161645277,0
case_0149,train,1779.950854344,0.35142871003735504,0,ellipsoid,54.74088197244322,49.19660433393218,0.8987177875339668,0.0,20.178052526552452,0
case_0149,train,1779.950854344,0.35142871003735504,1,ellipsoid,13.729840931112523,23.530532693046013,1.713824130309086,0.0,7.373339410490245,0
case_0149,train,1779.950854344,0.35142871003735504,2,ellipsoid,13.318856235205612,25.196872593506285,1.8918195488065725,0.0,13.334627410275758,0
case_0149,train,1779.950854344,0.35142871003735504,3,ellipsoid,49.93572350476698,45.12055783712879,0.9035727265035316,0.0,12.389799058040678,0
case_0149,train,1779.950854344,0.35142871003735504,4,spiculated,12.733613032067627,13.818557906966928,1.085203223324522,0.0,21.986295755820855,0
case_0150,train,1435.842565664,0.34947077219148426,0,spiculated,11.243353105807513,10.490320136880253,0.9330241644249084,9.88342046054907,7.337903706870865,0
case_0150,train,1435.842565664,0.34947077219148426,1,ellipsoid,36.357405879191774,40.87171320745875,1.1241647257031233,0.0,4.437718577169913,0
case_0150,train,1435.842565664,0.34947077219148426,2,ellipsoid,29.08977616221956,38.23748280073634,1.3144646623440641,0.0,5.929912744093917,0
case_0151,train,1086.207820152,0.29541298990380793,0,ellipsoid,13.639528935636216,23.33026312812006,1.7104889207107956,0.0,22.773861607099008,0
case_0151,train,1086.207820152,0.29541298990380793,1,spiculated,19.841636631805628,16.84827313895228,0.8491372688452996,0.0,19.823397095253906,0
case_0151,train,1086.207820152,0.29541298990380793,2,ellipsoid,14.225091556709796,31.020509038945004,2.1806895874995633,4.42,24.422553528384434,2
case_0151,train,1086.207820152,0.29541298990380793,3,ellipsoid,17.518123775509686,24.57556804849944,1.402865304722647,0.0,18.942227914977995,0
case_0151,train,1086.207820152,0.29541298990380793,4,spiculated,49.870062019980935,40.100363958545124,0.8040969337972452,0.0,18.537442856890276,0
case_0152,train,1598.527638656,0.34129213483146065,0,ellipsoid,31.1853396690451,30.497591587572792,0.9779464296758976,0.0,5.652222643358619,0
case_0152,train,1598.527638656,0.34129213483146065,1,ellipsoid,11.01812501777093,27.8513655721599,2.5277772331716104,4.42,10.849389078311578,0
case_0153,train,1210.898502424,0.27868501747129715,0,ellipsoid,33.79216989509899,32.070032038804634,0.9490373698510516,0.0,20.053431397010375,0
case_0153,train,1210.898502424,0.27868501747129715,1,ellipsoid,24.696384618975102,27.492416221225216,1.113216231662582,0.0,21.128613751764906,0
case_0154,train,1114.530911416,0.28821569690865423,0,ellipsoid,33.652953957856845,40.9374234704491,1.2164585468994638,0.0,20.2263013766049,0
case_0154,train,1114.530911416,0.28821569690865423,1,ellipsoid,18.704842497238204,30.07812154564201,1.608039284483849,0.0,12.008331921534563,0
case_0154,train,1114.530911416,0.28821569690865423,2,ellipsoid,13.09647497080838,23.727450071479502,1.8117432457487395,0.0,19.482277200300217,0
case_0154,train,1114.530911416,0.28821569690865423,3,ellipsoid,29.490517257237144,38.498879959200195,1.305466419031777,0.0,12.353431583055627,0
case_0154,train,1114.530911416,0.28821569690865423,4,ellipsoid,17.743951390239374,18.273565879255788,1.029847607072895,0.0,20.564559012428617,0
case_0155,train,1315.728480456,0.29329920588042263,0,spiculated,18.944169785476838,17.589792186315965,0.9285068908008215,8.84,2.508767775342713,0
case_0155,train,1315.728480456,0.29329920588042263,1,spiculated,22.38057925943146,21.820745215360247,0.9749857214336715,0.0,6.596672700164203,0
case_0155,train,1315.728480456,0.29329920588042263,2,ellipsoid,15.713412011733237,26.897798202179676,1.7117732407255049,0.0,5.439891296850005,0
case_0156,train,1588.9426900879998,0.34856801260801046,0,ellipsoid,15.12132742030144,21.820745215360247,1.4430442916052706,0.0,4.033216539764048,0
case_0156,train,1588.9426900879998,0.34856801260801046,1,ellipsoid,12.13348062167606,23.727450071479502,1.9555353332902021,0.0,4.425551888806977,0
case_0156,train,1588.9426900879998,0.34856801260801046,2,ellipsoid,11.924129705203294,25.196872593506285,2.113099506332207,8.84,2.562938357146938,0
case_0156,train,1588.9426900879998,0.34856801260801046,3,ellipsoid,33.30528358396764,44.73931583213551,1.3433098601109625,0.0,4.8682790375625675,0
case_0156,train,1588.9426900879998,0.34856801260801046,4,spiculated,49.22944363622765,42.11680932493405,0.855520725282797,0.0,2.9599930261008933,0
case_0157,train,1502.678152976,0.35024709803470866,0,spiculated,14.765155423001671,14.371879380093942,0.9733645849541773,0.0,6.0980958341488884,0
case_0157,train,1502.678152976,0.35024709803470866,1,ellipsoid,19.97380826006131,19.790435348599832,0.9908193315428915,0.0,19.103990426222047,0
case_0157,train,1502.678152976,0.35024709803470866,2,ellipsoid,27.155148124973017,34.54639476741732,1.272185834097771,0.0,18.96654921765236,0
case_0158,val,1504.9232760639998,0.3491507918292403,0,ellipsoid,39.78971570460821,51.37044577822779,1.2910483241346298,0.0,14.025610531023155,0
case_0158,val,1504.9232760639998,0.3491507918292403,1,ellipsoid,15.793085235011784,22.161749438815846,1.4032564954240438,0.0,20.24639468779667,0
case_0159,train,1584.9705492399999,0.3384363933533097,0,spiculated,25.04813888084315,23.92115211219397,0.9550071654420959,0.0,7.942441447508561,0
case_0159,train,1584.9705492399999,0.3384363933533097,1,spiculated,19.21827337223113,17.589792186315965,0.9152639181276195,22.537666250080107,8.335235262913391,0
case_0159,train,1584.9705492399999,0.3384363933533097,2,spiculated,10.02958138856932,10.490320136880253,1.0459379838959217,0.0,3.1339283961680944,0
case_0159,train,1584.9705492399999,0.3384363933533097,3,ellipsoid,28.52899788081462,34.95607399087394,1.2252822246652217,0.0,5.402896538988991,0
case_0160,train,1190.692394632,0.2810211037783741,0,ellipsoid,11.90414519038834,22.600709612434834,1.8985579603551146,0.0,16.834256384342893,0
case_0160,train,1190.692394632,0.2810211037783741,1,ellipsoid,31.185925306191866,37.31294945682665,1.196467608078901,0.0,27.84921415085687,0
case_0160,train,1190.692394632,0.2810211037783741,2,ellipsoid,59.481448251977305,72.24062099398816,1.2145067599558104,0.0,11.104353691817554,0
case_0161,val,1326.9540958960001,0.3508166851044446,0,spiculated,15.32817097263942,15.595477408711051,1.017438899693171,0.0,6.000630477011368,0
case_0161,val,1326.9540958960001,0.3508166851044446,1,spiculated,48.70493470263608,45.03940557952131,0.924740087518968,0.0,17.643638550268026,0
case_0162,train,1108.486349256,0.3503933940951936,0,ellipsoid,18.15424181322402,32.22958706336826,1.7753199166869857,0.0,21.724973684903755,0
case_0162,train,1108.486349256,0.3503933940951936,1,ellipsoid,36.886589524521426,42.72772555932192,1.158353919679059,0.0,7.1214567292744855,0
case_0162,train,1108.486349256,0.3503933940951936,2,ellipsoid,27.95208647718632,33.98456491461609,1.2158149604450208,0.0,22.70855397974325,18
case_0162,train,1108.486349256,0.3503933940951936,3,ellipsoid,29.295843777005317,31.415357891276013,1.0723486283721355,0.0,10.303200070289266,0
case_0163,train,1374.0153298559999,0.2874560080442433,0,spiculated,37.77065005984213,35.6182777487522,0.9430146871266496,0.0,2.361619918390231,0
case_0164,test,1146.9124944159998,0.25734076193344374,0,spiculated,58.54777560492044,58.0639131913849,0.9917355969797959,0.0,8.229327528339056,0
case_0164,test,1146.9124944159998,0.25734076193344374,1,spiculated,29.283297944044477,26.66789124583572,0.9106860605930942,0.0,2.233818861540223,0
case_0165,train,1502.7645038639998,0.2304775038786416,0,ellipsoid,10.816634460434774,20.855004684959624,1.9280493171183082,8.84,3.3309929554768276,0
case_0165,train,1502.7645038639998,0.2304775038786416,1,ellipsoid,51.23875608656817,56.69483398458184,1.106483418309289,0.0,5.045487006467985,0
case_0165,train,1502.7645038639998,0.2304775038786416,2,spiculated,19.1888685876672,16.24602727046464,0.8466381014723326,0.0,7.50293144628851,0
case_0165,train,1502.7645038639998,0.2304775038786416,3,ellipsoid,18.754562311075226,38.0864941292259,2.0307855495371645,0.0,10.209012530448252,0
case_0165,train,1502.7645038639998,0.2304775038786416,4,ellipsoid,15.73954555922655,23.727450071479502,1.507505409364912,0.0,3.787193189919628,0
case_0166,train,1712.1654072640001,0.34995965301593707,0,ellipsoid,18.901271045615616,35.223947073318456,1.8635755758599677,4.42,13.10061314326172,0
case_0166,train,1712.1654072640001,0.34995965301593707,1,ellipsoid,37.94176121111674,50.24175968134482,1.3241810099902331,0.0,10.435541781098982,0
case_0167,train,1292.67279336,0.3488309953239813,0,spiculated,11.944931261219105,10.490320136880253,0.8782235667557626,0.0,4.112286556114729,0
case_0168,val,1550.775597592,0.3146611726710841,0,spiculated,34.02442573871059,33.69654627790456,0.9903634094128738,0.0,4.021963841676956,0
case_0169,train,1142.4222482399998,0.35041572184429326,0,ellipsoid,34.457661476546065,40.60673517055716,1.1784530182988917,0.0,9.135627179086748,0
case_0169,train,1142.4222482399998,0.35041572184429326,1,ellipsoid,17.359061520964737,22.049251311315242,1.2701868292065277,0.0,7.191291225101922,0
case_0169,train,1142.4222482399998,0.35041572184429326,2,ellipsoid,33.90022301275829,46.78643222613315,1.3801216649378725,0.0,23.097663502946606,0
case_0169,train,1142.4222482399998,0.35041572184429326,3,ellipsoid,16.88520632016093,24.484208216193156,1.4500390313240663,0.0,17.25959188831115,0
case_0169,train,1142.4222482399998,0.35041572184429326,4,spiculated,13.599248857315384,14.633243370680612,1.0760332077318384,0.0,14.751569665906723,0
case_0170,train,1203.040571616,0.34689922480620156,0,ellipsoid,10.372154403927302,27.8513655721599,2.685205453711168,4.42,6.613284819724265,0
case_0170,train,1203.040571616,0.34689922480620156,1,ellipsoid,20.153785957303583,31.020509038945004,1.5391901603332947,0.0,4.067249727523284,0
case_0170,train,1203.040571616,0.34689922480620156,2,ellipsoid,22.971241745169827,34.775185506310926,1.5138574523783905,4.42,4.394010824656559,0
case_0171,train,1380.6643482319998,0.3506160485333667,0,ellipsoid,19.329852792703136,37.23381252900107,1.9262336308663734,0.0,4.242021780278204,0
case_0171,train,1380.6643482319998,0.3506160485333667,1,ellipsoid,13.03613779907029,24.484208216193156,1.878179610677276,13.977267257944238,7.6239211841256695,0
case_0172,train,1307.697847872,0.3499075541468568,0,ellipsoid,25.374299311804755,36.99436016593583,1.4579460780903273,0.0,4.842788983186505,0
case_0172,train,1307.697847872,0.3499075541468568,1,spiculated,12.314963247844116,10.490320136880253,0.8518352776015561,0.0,7.017854138026127,0
case_0173,train,1148.2941086239998,0.24379605955782824,0,spiculated,19.848548412356124,21.104788963567845,1.0632913059994697,4.42,19.553193031363655,0
case_0174,train,1682.8924562319999,0.35055672430601875,0,ellipsoid,57.56417321036301,67.08913256763527,1.165466796899248,0.0,4.191758297860649,0
case_0174,train,1682.8924562319999,0.35055672430601875,1,spiculated,39.545922866117536,38.86625787899345,0.9828132728265039,0.0,4.472957765567266,83
case_0174,train,1682.8924562319999,0.35055672430601875,2,ellipsoid,27.865693107672193,41.26285384642046,1.480776153206814,0.0,5.283508546153383,0
case_0175,train,1364.1713286240001,0.25085453854918344,0,spiculated,54.188134336693565,43.46761810733769,0.8021611860127013,0.0,27.070593876350266,0
case_0175,train,1364.1713286240001,0.25085453854918344,1,ellipsoid,50.00281488025526,33.20527286367043,0.6640680718313376,0.0,9.083461581143698,0
case_0175,train,1364.1713286240001,0.25085453854918344,2,ellipsoid,32.73489809818772,40.33825303820429,1.232270615818337,0.0,29.559233737654186,0
case_0175,train,1364.1713286240001,0.25085453854918344,3,ellipsoid,17.69613568234758,31.247358113539402,1.7657729729496574,0.0,11.64207868238723,0
case_0176,test,1455.6169190159999,0.31885863439520673,0,spiculated,13.836020946113647,14.633243370680612,1.0576193421267472,13.26,14.730144656967376,0
case_0176,test,1455.6169190159999,0.31885863439520673,1,ellipsoid,28.013192642274145,30.673882159769477,1.094979874356775,0.0,17.18469692195183,0
case_0177,train,1608.112587224,0.2544702786876443,0,ellipsoid,28.586815528510527,43.056413288066395,1.5061633306138937,0.0,8.420556035114231,0
case_0177,train,1608.112587224,0.2544702786876443,1,ellipsoid,17.754020981518504,36.25673365027918,2.042170260360824,8.84,10.170567505587705,0
case_0177,train,1608.112587224,0.2544702786876443,2,ellipsoid,36.61348598341819,47.20952398896898,1.2894025990955795,0.0,2.181571678549772,2
case_0178,val,1689.2824219440001,0.275571231406226,0,ellipsoid,24.415399634512582,31.020509038945004,1.2705304645145237,0.0,5.963517623657592,0
case_0178,val,1689.2824219440001,0.275571231406226,1,ellipsoid,27.960234428496072,43.40935045289601,1.552538858853585,0.0,9.590016285267277,0
case_0178,val,1689.2824219440001,0.275571231406226,2,spiculated,16.77288258991408,16.451695018652085,0.9808507828311437,7.655664569454437,1.8860134990095956,0
case_0178,val,1689.2824219440001,0.275571231406226,3,ellipsoid,15.912908647235614,22.383381636023167,1.406617868060947,0.0,2.5906072243300384,0
case_0179,train,1295.6950744399999,0.2527824058647118,0,ellipsoid,36.02497826470126,45.03940557952131,1.2502271409738157,0.0,21.242228363485854,0
case_0179,train,1295.6950744399999,0.2527824058647118,1,spiculated,53.86475188030536,38.010548774913204,0.7056664599398451,0.0,23.94426416200315,0
case_0179,train,1295.6950744399999,0.2527824058647118,2,ellipsoid,29.512666755661684,45.12055783712879,1.528853973471337,0.0,12.443513815344465,0
case_0179,train,1295.6950744399999,0.2527824058647118,3,ellipsoid,20.426811696202808,36.42324222558925,1.783109511523037,0.0,24.894701303236765,0
case_0179,train,1295.6950744399999,0.2527824058647118,4,ellipsoid,30.678010252952543,24.111766938435466,0.7859625425385884,0.0,25.522230397726354,0
case_0180,train,1312.5334976,0.29710526315789476,0,ellipsoid,14.762906092707475,24.484208216193156,1.6584951541680384,9.88342046054907,4.892612870569212,0
case_0181,train,1089.057399456,0.30256898192197906,0,ellipsoid,14.0797714485022,26.433950321182994,1.8774417196946067,0.0,4.737721840834394,0
case_0181,train,1089.057399456,0.30256898192197906,1,ellipsoid,11.71181730674203,21.104788963567845,1.8020080411789425,0.0,7.310325089347003,0
